Etext Number,Type,Issued,Title,Language,LoCC,Authors,Opium Keywords,Genres,Themes
56385,Text,2018-01-16,Jonah's Luck,en,PR,"Hume, Fergus","['soporific', 'laudanum', 'heroin']","['Fiction', 'Literature', 'Crime/Mystery']","['Investigation', 'Inheritance and succession', 'Murder', 'England']"
56418,Text,2018-01-23,"New York Nocturnes, and Other Poems",en,PS,"Roberts, Charles G. D., Sir",['poppy'],"['Literature', 'Culture/Civilization/Society', 'Poetry']","['City and town life', 'New York', 'Canadian poetry', 'New York (State)', '19th century', 'New York (N.Y.)']"
56425,Text,2018-01-24,The Mountain of Fears,en,PS,"Rowland, Henry C. (Henry Cottrell)","['opium', 'narcotic', 'soporific']","['Fiction', 'Literature']","['Physicians', 'Storytelling', 'Seafaring life', 'Short stories, American']"
56426,Text,2018-01-24,The Mummy! A Tale of the Twenty-Second Century,en,PR,"Loudon, Mrs. (Jane)","['black smoke', 'soporific', 'heroin']","['Fiction', 'Gender & Sexuality Studies', 'Science-Fiction & Fantasy']","['Twenty-second century', 'Feminist fiction']"
56430,Text,2018-01-25,The Race of the Swift,en,PS,"Litsey, Edwin Carlile",['poppy'],"['Fiction', 'Literature']","['Animals', 'Short stories, American']"
56432,Text,2018-01-25,The Peacock of Jewels,en,PR,"Hume, Fergus","['black smoke', 'opium', 'heroin']","['Fiction', 'Crime/Mystery']","['Investigation', 'Murder', 'Treasure troves', 'Jewelry theft', 'Detective and mystery stories']"
56434,Text,2018-01-25,The Manoeuvring Mother (vol. 2 of 3),en,PR,"Bury, Charlotte Campbell, Lady","['narcotic', 'laudanum']","['Fiction', 'Literature']","['19th century', 'English fiction']"
56435,Text,2018-01-25,The Manoeuvring Mother (vol. 3 of 3),en,PR,"Bury, Charlotte Campbell, Lady",['anodyne'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
56436,Text,2018-01-25,The Great Valley,en,PS,"Masters, Edgar Lee","['poppy', 'anodyne']","['Literature', 'Poetry']",['American poetry']
56439,Text,2018-01-26,Old Clinkers: A Story of the New York Fire Department,en,PS,"O'Higgins, Harvey Jerrold",['black smoke'],"['Fiction', 'History']","['Fire fighters', 'New York (N.Y.)']"
56455,Text,2018-01-28,Rebellion,en,PS,"Patterson, Joseph Medill",['anodyne'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Divorce', 'Catholics', 'Chicago (Ill.)', 'Married women']"
56463,Text,2018-01-29,"Bacon's Essays, and Wisdom of the Ancients",en,PR,"Bacon, Francis",['heroin'],"['Literature', 'Philosophy & Ethics']","['Early modern, 1500-1700', 'Mythology, Classical', 'Bacon, Francis, 1561-1626', 'English essays']"
56465,Text,2018-01-30,An Act in a Backwater,en,PR,"Benson, E. F. (Edward Frederic)","['poppy', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['City and town life', 'England', 'Siblings', 'Social life and customs', 'Courtship']"
56513,Text,2018-02-06,The Simple Adventures of a Memsahib,en,PS,"Duncan, Sara Jeannette",['opium'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['Women', 'British occupation, 1765-1947', 'British', 'Social life and customs', '19th century']"
56527,Text,2018-02-08,In a Quiet Village,en,PR,"Baring-Gould, S. (Sabine)",['heroin'],"['Fiction', 'Literature']","['Short stories, English', 'Wales', 'Villages', 'England']"
56536,Text,2018-02-10,A Life of Walt Whitman,en,PS,"Binns, Henry Bryan","['poppy', 'heroin']","['Literature', 'Biographies']","['Whitman, Walt, 1819-1892', 'Poets, American', 'Biography', '19th century']"
56548,Text,2018-02-11,Punainen jumala,fi,PS,"London, Jack",['opium'],"['Fiction', 'Language & Communication', 'Literature']","['Translations into Finnish', 'Adventure stories, American', 'American fiction']"
56564,Text,2018-02-13,Jaquelina,en,PS,"Miller, Alex. McVeigh, Mrs.",['heroin'],"['Fiction', 'Literature']",[]
56566,Text,2018-02-13,First Love: A Novel. Vol. 2 of 3,en,PR,"Loudon, Mrs. (Margracia)",['heroin'],"['Fiction', 'Literature']",[]
56577,Text,2018-02-16,Adrian Savage: A Novel,en,PR,"Malet, Lucas",['narcotic'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Unrequited love', 'Man-woman relationships']"
56579,Text,2018-02-16,"The Countess of Lowndes Square, and Other Stories",en,PR,"Benson, E. F. (Edward Frederic)","['opium', 'narcotic']","['Fiction', 'Literature']","['Short stories, English', '20th century', 'English fiction']"
56598,Text,2018-02-18,"Harry Coverdale's Courtship, and All That Came of It",en,PR,"Smedley, Frank E. (Frank Edward)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Social life and customs', '19th century', 'England', 'English fiction']"
56599,Text,2018-02-18,"The Fortunes of the Colville Family; or, A Cloud with its Silver Lining",en,PR,"Smedley, Frank E. (Frank Edward)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Families', 'Christmas stories', '19th century', 'English fiction']"
56600,Text,2018-02-18,"Lewis Arundel; Or, The Railroad Of Life",en,PR,"Smedley, Frank E. (Frank Edward)","['opium', 'narcotic', 'heroin']","['Fiction', 'Literature']","['19th century', 'English fiction']"
56608,Text,2018-02-20,Songs Unsung,en,PR,"Morris, Lewis",['black smoke'],"['Literature', 'Poetry']","['English poetry', 'Welsh authors']"
56613,Text,2018-02-21,"History of English Literature from ""Beowulf"" to Swinburne",en,PR,"Lang, Andrew","['opium', 'laudanum', 'heroin']","['Literature', 'History']","['English literature', 'History and criticism']"
56620,Text,2018-02-21,"Ruby Roland, the Girl Spy; or, Simon Kenton's Protege",en,PS,"Whittaker, Frederick",['heroin'],"['Fiction', 'Culture/Civilization/Society', 'History']","['Boone, Daniel, 1734-1820', 'Clark, George Rogers, 1752-1818', 'Dime novels', 'Frontier and pioneer life', 'Kenton, Simon, 1755-1836', 'Kentucky', 'Shawnee Indians', 'Kaskaskia (Ill.)']"
56621,Text,2018-02-21,Aurora Leigh,en,PR,"Browning, Elizabeth Barrett",['nepenthe'],"['Literature', 'Poetry']","['English poetry', 'Novels in verse', 'Epic poetry, English', '19th century']"
56659,Text,2018-02-28,Idle Hours in a Library,en,PR,"Hudson, William Henry","['soporific', 'heroin']","['Literature', 'Culture/Civilization/Society', 'History']","['Shakespeare, William, 1564-1616', 'Contemporary England', 'English literature', 'Manley, Mrs. (Mary de la Rivière), 1663-1724', 'History and criticism', 'Pepys, Samuel, 1633-1703', 'Behn, Aphra, 1640-1689', 'London (England)', 'Social life and customs', 'Murger, Henri, 1822-1861. Scènes de la vie de Bohême']"
56665,Text,2018-03-01,"Tales and Stories
Now First Collected",en,PR,"Shelley, Mary Wollstonecraft","['opium', 'heroin']","['Fiction', 'Literature']","['Short stories, English', '19th century', 'English fiction']"
56675,Text,2018-03-04,The Attic Guest: A Novel,en,PS,"Knowles, Robert E. (Robert Edward)",['soporific'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Mate selection', 'Virginia', 'Young women', 'Love stories', 'Clergy', 'Scots']"
56681,Text,2018-03-04,Kora in Hell: Improvisations,en,PS,"Williams, William Carlos",['poppy'],"['Literature', 'Poetry']",['Prose poems']
56712,Text,2018-03-09,"The Comic Poems of Thomas Hood
A New and Complete Edition",en,PR,"Hood, Thomas","['opium', 'soporific', 'poppy', 'laudanum']","['Humour', 'Literature', 'Poetry']","['English poetry', 'English wit and humor', '19th century']"
56713,Text,2018-03-10,The Weird Adventures of Professor Delapine of the Sorbonne,en,PR,"Johnson, G. Lindsay (George Lindsay)",['black smoke'],"['Fiction', 'Literature', 'Religion/Spirituality/Paranormal']",['Spiritualism']
56717,Text,2018-03-10,Members of the Family,en,PS,"Wister, Owen",['laudanum'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Western stories', 'Cowboys', 'Ranch life', 'Wyoming']"
56720,Text,2018-03-11,"Lanagan, Amateur Detective",en,PS,"Hurlbut, Edward H.","['opium', 'morphine']","['Fiction', 'Literature', 'Crime/Mystery']","['20th century', 'Detective and mystery stories', 'American fiction']"
56722,Text,2018-03-11,Home Scenes and Heart Studies,en,PR,"Aguilar, Grace",['heroin'],"['Fiction', 'Literature', 'History']","['Short stories, English', 'Jews']"
56748,Text,2018-03-15,Little Stories of Married Life,en,PS,"Cutting, Mary Stewart",['paregoric'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Social life and customs', 'Domestic fiction, American', '19th century', 'Married people']"
56750,Text,2018-03-15,"Tarry thou till I come; or, Salathiel, the wandering Jew.",en,PR,"Croly, George",['heroin'],"['Fiction', 'Literature']",['Wandering Jew']
56753,Text,2018-03-16,Satanella: A Story of Punchestown,en,PR,"Whyte-Melville, G. J. (George John)",['opium'],"['Fiction', 'Culture/Civilization/Society']","['Horse racing', 'England', 'Social life and customs', 'Man-woman relationships', '19th century']"
56764,Text,2018-03-17,"The House of Orchids, and Other Poems",en,PS,"Sterling, George",['anodyne'],"['Literature', 'Poetry']","['20th century', 'American poetry']"
56765,Text,2018-03-18,"The Bashful Earthquake, & Other Fables and Verses",en,PS,"Herford, Oliver",['poppy'],"['Humour', 'Literature', 'Poetry']","['Humorous poetry, American']"
56780,Text,2018-03-18,The Hemlock Avenue Mystery,en,PS,"Long, Lily A. (Lily Augusta)",['soporific'],"['Fiction', 'Literature', 'Crime/Mystery']","['Detective and mystery stories', 'Journalists']"
56827,Text,2018-03-24,Whitewash,en,PR,"Vachell, Horace Annesley",['poppy'],"['Fiction', 'Literature', 'Culture/Civilization/Society', 'History']","['20th century', 'Mate selection', 'Widows', 'World War, 1914-1918', 'Mothers and daughters', 'England', 'Country life', 'English fiction']"
56841,Text,2018-03-25,The Disappearing Eye,en,PR,"Hume, Fergus",['heroin'],"['Fiction', 'Literature', 'Crime/Mystery']","['Investigation', 'Adventure stories', 'Murder', 'England']"
56843,Text,2018-03-25,Silanus the Christian,en,BR; PR,"Abbott, Edwin Abbott",['soporific'],"['Fiction', 'Religion/Spirituality/Paranormal', 'History']","['Primitive and early church, ca. 30-600', 'Church history', 'Christian fiction']"
56862,Text,2018-03-28,"Market Harborough, and Inside the Bar",en,PR,"Whyte-Melville, G. J. (George John)","['narcotic', 'anodyne']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Country life', 'Fox hunting', 'England', 'English fiction', '19th century']"
56872,Text,2018-03-29,"Minerva's Manoeuvres: The Cheerful Facts of a ""Return to Nature""",en,PS,"Loomis, Charles Battell","['poppy', 'heroin']","['Humour', 'Fiction', 'Culture/Civilization/Society']","['Humorous stories', 'Married people', 'Household employees', 'Country life', 'New England']"
56876,Text,2018-03-30,New Amazonia: A Foretaste of the Future,en,PR,"Corbett, George, Mrs.","['opium', 'narcotic']","['Fiction', 'Gender & Sexuality Studies', 'Science-Fiction & Fantasy']","['Fantasy fiction', 'Women', 'Feminism', 'Amazons']"
56877,Text,2018-03-30,The eleventh hour in the life of Julia Ward Howe,en,PS,"Elliott, Maud Howe",['heroin'],"['Literature', 'Biographies']","['Howe, Julia Ward, 1819-1910']"
56899,Text,2018-04-02,"The Vicar of Morwenstow: Being a Life of Robert Stephen Hawker, M.A.",en,PR,"Baring-Gould, S. (Sabine)","['opium', 'narcotic', 'poppy', 'heroin']","['Language & Communication', 'Literature', 'Biographies']","['Hawker, Robert Stephen, 1803?-1875']"
56902,Text,2018-04-04,The Soul Scar: A Craig Kennedy Scientific Mystery Novel,en,PS,"Reeve, Arthur B. (Arthur Benjamin)",['morphine'],"['Science', 'Fiction', 'Crime/Mystery']","['Chemistry teachers', 'Kennedy, Craig (Fictitious character)', 'Detective and mystery stories', 'New York (N.Y.)']"
56935,Text,2018-04-07,First Love: A Novel. Vol. 3 of 3,en,PR,"Loudon, Mrs. (Margracia)",['heroin'],"['Fiction', 'Literature']",[]
56948,Text,2018-04-09,An Autumn Sowing,en,PR,"Benson, E. F. (Edward Frederic)",['soporific'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Families', 'Social life and customs', 'England', 'Private secretaries', 'Man-woman relationships']"
56970,Text,2018-04-12,Mrs. Farrell,en,PS,"Howells, William Dean",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Widows', '19th century', 'Social life and customs', 'Boardinghouses', 'Man-woman relationships', 'Farms', 'New England']"
56971,Text,2018-04-12,Patroon van Volkenberg,en,PS,"Stephenson, Henry Thew",['heroin'],"['Fiction', 'Literature', 'History']","['Manhattan (New York, N.Y.)', 'Colonial period, ca. 1600-1775', 'New York (N.Y.)']"
56974,Text,2018-04-13,"A London Plane-Tree, and Other Verse",en,PR,"Levy, Amy",['anodyne'],"['Literature', 'Poetry']","['English poetry', '19th century']"
56975,Text,2018-04-13,Thoth: A Romance,en,PR,"Nicholson, J. Shield (Joseph Shield)","['nepenthe', 'heroin']","['Fiction', 'Literature']","['19th century', 'English fiction']"
56980,Text,2018-04-15,Holden with the Cords,en,PS,"Jay, W. M. L.","['opium', 'narcotic', 'morphine', 'anodyne']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Social life and customs', 'Christian fiction', 'Man-woman relationships', '19th century']"
57002,Text,2018-04-19,The Challoners,en,PR,"Benson, E. F. (Edward Frederic)","['narcotic', 'anodyne']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Social life and customs', 'Families', 'Clergy', 'England']"
57003,Text,2018-04-19,"The Intimate Letters of Hester Piozzi and Penelope Pennington, 1788-1821",en,PR,"Pennington, Penelope ; Piozzi, Hester Lynch","['opium', 'heroin', 'anodyne']","['Literature', 'Culture/Civilization/Society', 'Biographies']","['Pennington, Penelope', '18th century', 'Authors, English', 'Piozzi, Hester Lynch, 1741-1821', 'England', 'Social life and customs', 'Correspondence', '19th century']"
57006,Text,2018-04-20,The Freaks of Mayfair,en,PR,"Benson, E. F. (Edward Frederic)",['heroin'],"['Fiction', 'Humour', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Short stories, English', 'Humorous stories, English', 'England', 'Social life and customs']"
57017,Text,2018-04-21,The heritage of unrest,en,PS,"Overton, Gwendolen","['opium', 'heroin']","['Fiction', 'Culture/Civilization/Society', 'History']","['Wars, 1883-1886', 'Apache Indians', 'Arizona', 'Racially mixed people']"
57039,Text,2018-04-24,"Prince Rupert, the Buccaneer",en,PR,"Hyne, Charles John Cutcliffe Wright",['opium'],"['Fiction', 'Literature', 'History']","['Sea stories', 'Passing (Identity)', 'Love stories', 'Rupert, Prince, Count Palatine, 1619-1682', 'Buccaneers', 'Biographical fiction']"
57066,Text,2018-04-28,The Corner House,en,PR,"White, Fred M. (Fred Merrick)","['laudanum', 'heroin']","['Fiction', 'Literature', 'Crime/Mystery']","['Detective and mystery stories', 'London (England)', 'Murder', 'Investigation']"
57072,Text,2018-04-30,Autobiography of a Child,en,PR,"Lynch, Hannah","['opium', 'narcotic', 'heroin', 'anodyne']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Autobiographical fiction, Irish (English)', 'Ireland', 'Girls']"
57086,Text,2018-05-03,A Strange World: A Novel. Volume 1 (of 3),en,PR,"Braddon, M. E. (Mary Elizabeth)",['heroin'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
57088,Text,2018-05-04,The Owl Taxi,en,PS,"Footner, Hulbert",['narcotic'],"['Fiction', 'Crime/Mystery']","['20th century', 'Canadian fiction', 'Detective and mystery stories']"
57099,Text,2018-05-06,Miss Crespigny,en,PS,"Burnett, Frances Hodgson",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Romance fiction, American', 'Love stories', '19th century', 'American fiction']"
57113,Text,2018-05-08,"Red Cloud, the Solitary Sioux: A Story of the Great Prairie",en,PR,"Butler, William Francis, Sir",['laudanum'],"['Fiction', 'Culture/Civilization/Society', 'History']","['Dakota Indians', 'Western stories']"
57139,Text,2018-05-12,The Sealed Valley,en,PS,"Footner, Hulbert",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Man-woman relationships', 'Physicians', 'Voyages and travels', 'Indians of North America']"
57166,Text,2018-05-15,Just a girl,en,PR,"Garvice, Charles",['heroin'],"['Fiction', 'Literature', 'History']","['19th century', 'English fiction']"
57250,Text,2018-06-02,The Book of the Native,en,PS,"Roberts, Charles G. D., Sir",['poppy'],"['Literature', 'Poetry']","['19th century', 'Canadian poetry']"
57294,Text,2018-06-09,Under Lock and Key: A Story. Volume 1 (of 3),en,PR,"Speight, T. W. (Thomas Wilkinson)",['opium'],"['Fiction', 'Literature', 'Crime/Mystery']","['Detective and mystery stories', '19th century', 'English fiction']"
57295,Text,2018-06-09,Under Lock and Key: A Story. Volume 2 (of 3),en,PR,"Speight, T. W. (Thomas Wilkinson)","['opium', 'narcotic']","['Fiction', 'Literature', 'Crime/Mystery']","['Detective and mystery stories', '19th century', 'English fiction']"
57296,Text,2018-06-09,Under Lock and Key: A Story. Volume 3 (of 3),en,PR,"Speight, T. W. (Thomas Wilkinson)","['opium', 'narcotic']","['Fiction', 'Literature', 'Crime/Mystery']","['Detective and mystery stories', '19th century', 'English fiction']"
57297,Text,2018-06-09,Veiled Women,en,PR,"Pickthall, Marmaduke William",['soporific'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['British', 'Harems']"
57312,Text,2018-06-12,The Nether Millstone,en,PR,"White, Fred M. (Fred Merrick)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Social life and customs', 'Love stories', 'England']"
57319,Text,2018-06-13,San Isidro,en,PS,"Crowninshield, Schuyler, Mrs.",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Household employees', 'Cuba', 'Floods', 'Man-woman relationships']"
57322,Text,2018-06-13,"The Bellman Book of Fiction, 1906-1919",en,PS,,['heroin'],"['Fiction', 'Literature', 'History']","['20th century', 'American fiction', 'Short stories, American']"
57323,Text,2018-06-14,"Hartmann, the Anarchist; Or, The Doom of the Great City",en,PR,"Fawcett, E. Douglas (Edward Douglas)",['black smoke'],"['Fiction', 'Literature', 'Precursors of Science Fiction', 'Science-Fiction & Fantasy']","['Anarchists', 'Imaginary wars and battles', 'Airships', 'London (England)']"
57327,Text,2018-06-14,"The Military Sketch-Book, Vol. 2 (of 2)
Reminiscences of seventeen years in the service abroad and at home",en,PR,"Maginn, William",['heroin'],"['History', 'Biographies']","['Soldiers', 'Bushrangers', 'Conduct of life', 'Military biography']"
57334,Text,2018-06-15,"Si Klegg, Complete, Books 1-6",en,PS,"McElroy, John",['paregoric'],"['Fiction', 'History']","['War stories', 'Civil War, 1861-1865']"
57341,Text,2018-06-16,My Year in a Log Cabin,en,PS,"Howells, William Dean",['heroin'],"['Literature', 'Travel & Geography', 'Biographies']","['Howells, William Dean, 1837-1920', 'Childhood and youth']"
57378,Text,2018-06-23,Kuninkaitten aarteet,fi,PR,"Ruskin, John",['opium'],"['Literature', 'Culture/Civilization/Society']","['Books and reading', 'Great Britain']"
57385,Text,2018-06-24,"The collected works of William Hazlitt, Vol. 09 (of 12)",en,PR,"Hazlitt, William","['poppy', 'heroin']","['Literature', 'Culture/Civilization/Society']","['19th century', 'English essays']"
57393,Text,2018-06-25,"Journal 01, 1837-1846
The Writings of Henry David Thoreau, Volume 07 (of 20)",en,PS,"Thoreau, Henry David","['opium', 'poppy', 'heroin', 'anodyne']","['Literature', 'History', 'Biographies']","['Authors, American', 'Diaries', '19th century', 'Thoreau, Henry David, 1817-1862']"
57401,Text,2018-06-26,The King's Scapegoat,en,PS,"Drummond, Hamilton",['poppy'],"['Fiction', 'Literature', 'History']","['Louis XI, 1461-1483', 'Paris (France)', 'Adventure stories']"
57405,Text,2018-06-26,All along the River: A Novel,en,PR,"Braddon, M. E. (Mary Elizabeth)","['poppy', 'heroin']","['Fiction', 'Literature']","['19th century', 'English fiction']"
57407,Text,2018-06-27,"""My Merry Rockhurst""
Being Some Episodes in the Life of Viscount Rockhurst, a Friend of King Charles the Second, and at One Time Constable of His Majesty's Tower of London",en,PR,"Castle, Egerton ; Castle, Agnes","['black smoke', 'heroin']","['Fiction', 'Literature', 'History']","['Great Britain', 'Tower of London (London, England)', 'London (England)', 'Charles II, 1660-1685']"
57416,Text,2018-06-29,A Minion of the Moon: A Romance of the King's Highway,en,PR,"Speight, T. W. (Thomas Wilkinson)","['narcotic', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Brigands and robbers', '19th century', 'England', 'English fiction']"
57417,Text,2018-06-29,"The Courtship of Miles Standish:
With Suggestions for Study and Notes",en,PS,"Longfellow, Henry Wadsworth",['heroin'],"['Literature', 'History', 'Poetry']","['Standish, Myles, 1584?-1656', 'New Plymouth, 1620-1691', 'Massachusetts']"
57418,Text,2018-06-29,A Modern Madonna,en,PS,"Stanley, Caroline Abbot",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Women', 'Social life and customs', 'Custody of children']"
57447,Text,2018-07-05,The Romance of a Shop,en,PR,"Levy, Amy","['laudanum', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Women', 'Employment', 'London (England)', 'Middle class women']"
57464,Text,2018-07-08,Ten Degrees Backward,en,PR,"Fowler, Ellen Thorneycroft",['soporific'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Husband and wife', 'England', 'Siblings', 'Social life and customs']"
57467,Text,2018-07-08,Lauds and libels,en,PR,"Graves, Charles L. (Charles Larcom)",['heroin'],"['Literature', 'History', 'Poetry']","['World War, 1914-1918']"
57472,Text,2018-07-10,Fanny Burney and Her Friends: Select Passages from Her Diary and Other Writings,en,PR,"Burney, Fanny","['narcotic', 'heroin']","['Literature', 'Culture/Civilization/Society', 'Biographies']","['Burney, Fanny, 1752-1840', 'Friends and associates']"
57473,Text,2018-07-09,The Yellow Pearl: A Story of the East and the West,en,PS,"Teskey, Adeline M. (Adeline Margaret)","['opium', 'poppy']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['East and West', 'Families', 'Young women', 'Orphans', 'Diary fiction', 'Racially mixed people']"
57476,Text,2018-07-10,Philip: The Story of a Boy Violinist,en,PS,"Hungerford, Mary C. (Mary Churchill) ; Young, Virginia C.",['black smoke'],"['Fiction', 'Literature']","['Violinists', 'Boys']"
57496,Text,2018-07-13,The Wanderers,en,PS,"Johnston, Mary","['poppy', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Women', 'Feminist fiction', 'Short stories, American']"
57497,Text,2018-07-14,The Land of Joy,en,PS,"Barbour, Ralph Henry","['soporific', 'poppy', 'laudanum']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Youth', 'Virginia', 'Love stories', 'Plantations', 'Harvard University']"
57503,Text,2018-07-14,Irresolute Catherine,en,PR,"Jacob, Violet",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Wales', 'Baptists', 'Man-woman relationships', 'Shepherds']"
57514,Text,2018-07-15,"Index for Works of Bill Nye
Hyperlinks to all Chapters of all Individual Ebooks",en,PS,"Nye, Bill",['opium'],"['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
57527,Text,2018-07-17,"The great white way;
a record of an unusual voyage of discovery, and some romantic love affairs amid strange surroundings",en,PS,"Paine, Albert Bigelow",['anodyne'],"['Fiction', 'Literature', 'Science-Fiction & Fantasy']",[]
57531,Text,2018-07-18,Mermaid,en,PS,"Overton, Grant M. (Grant Martin)","['opium', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['Foundlings', 'Long Island (N.Y.)']"
57539,Text,2018-07-20,Cranford,en,PR,"Gaskell, Elizabeth Cleghorn",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Sisters', 'Older women', 'Villages', 'Female friendship', 'England', 'Pastoral fiction']"
57553,Text,2018-07-20,Hagarin poika,fi,PR,"Caine, Hall, Sir",['opium'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Cumberland (England)', 'London (England)', 'English fiction']"
57558,Text,2018-07-21,Walking essays,en,PR,"Sidgwick, Arthur",['heroin'],['Literature'],['Walking']
57560,Text,2018-07-21,Limitations: A Novel,en,PR,"Benson, E. F. (Edward Frederic)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Husband and wife', 'Sculptors', 'England', 'English fiction', 'Social life and customs', 'Man-woman relationships', '19th century']"
57568,Text,2018-07-22,Peter,en,PR,"Benson, E. F. (Edward Frederic)","['narcotic', 'heroin']","['Fiction', 'Literature', 'Culture/Civilization/Society']","['20th century', 'Husband and wife', 'London (England)', 'Social life and customs', 'Man-woman relationships']"
57577,Text,2018-07-25,Admiral's Light,en,PS,"Rideout, Henry Milner",['opium'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Foundlings', 'First loves', 'Lighthouse keepers', 'New England']"
57589,Text,2018-07-28,"Silverspur; or, The Mountain Heroine: A Tale of the Arapaho Country",en,PS,"Willett, Edward",['heroin'],"['Fiction', 'Culture/Civilization/Society', 'History']","['Arapaho Indians', 'Indian captivities', 'Nebraska', 'Women heroes', 'Dime novels', 'Battles', 'Frontier and pioneer life', 'Crow Indians', 'Trappers', 'Soldiers', 'Racially mixed people']"
57603,Text,2018-07-30,A daughter of Jehu,en,PS,"Richards, Laura Elizabeth Howe",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Young women', 'Social life and customs', 'Villages', 'New England']"
57613,Text,2018-07-31,A Barren Title: A Novel,en,PR,"Speight, T. W. (Thomas Wilkinson)",['black smoke'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Painters', 'Nobility', 'Families', 'Inheritance and succession', 'Courtship', 'England', 'English fiction', '19th century', 'Identity']"
57623,Text,2018-08-01,The Loudwater Tragedy,en,PR,"Speight, T. W. (Thomas Wilkinson)",['nepenthe'],"['Fiction', 'Literature', 'Crime/Mystery']","['Investigation', 'Murder', 'English fiction', 'Detective and mystery stories', '19th century']"
57627,Text,2018-08-02,Mrs. Gaskell,en,PR,"Gaskell, Elizabeth Cleghorn","['black smoke', 'opium', 'heroin']","['Literature', 'Biographies']","['Gaskell, Elizabeth Cleghorn, 1810-1865']"
57645,Text,2018-08-06,"Fresh Every Hour
Detailing the Adventures, Comic and Pathetic of One Jimmy Martin, Purveyor of Publicity, a Young Gentleman Possessing Sublime Nerve, Whimsical Imagination, Colossal Impudence, and, Withal, the Heart of a Child.",en,PS,"Toohey, John Peter",['heroin'],"['Fiction', 'Literature']",['Press agents']
57672,Text,2018-08-12,A Secret of the Sea: A Novel. Vol. 1 (of 3),en,PR,"Speight, T. W. (Thomas Wilkinson)",['heroin'],"['Fiction', 'Literature']","['19th century', 'English fiction']"
57685,Text,2018-08-13,"Griffith Gaunt; or, Jealousy
Volumes 1 to 3 (of 3)",en,PR,"Reade, Charles",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Bigamy', '19th century', 'English fiction']"
57690,Text,2018-08-14,The Luck of the Vails: A Novel,en,PR,"Benson, E. F. (Edward Frederic)",['heroin'],"['Fiction', 'Crime/Mystery', 'Culture/Civilization/Society', 'Literature']","['Inheritance and succession', 'Uncles', 'England', 'Country homes', 'Social life and customs']"
57694,Text,2018-08-14,Index of the Project Gutenberg Works of Coningsby Dawson,en,PS,"Dawson, Coningsby",['narcotic'],"['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
57710,Text,2018-08-16,A Son of the State,en,PR,"Ridge, W. Pett (William Pett)",['heroin'],"['Fiction', 'Literature', 'Culture/Civilization/Society']","['Boys', 'Poor', 'Bildungsromans', 'Orphans', 'England', 'Social life and customs', 'Conduct of life']"
57716,Text,2018-08-17,Index of the Project Gutenberg Works of Samuel Merwin,en,PS,"Merwin, Samuel",['opium'],"['Literature', 'Encyclopedias/Dictionaries/Reference']",['Indexes']
