,Etext Number,Title,Authors,LoCC,Bookshelves,Subjects,rights,Published Year,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found,Number of books by author
3889,12346,A Roman Singer,"Crawford, F. Marion (Francis Marion)",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Music; Browsing: Fiction,Italy -- Social life and customs -- Fiction ; Musicians -- Fiction ; PS,Public domain in the USA.,1884,Francis Marion Crawford,male,American,1854.0,1909.0,Wikipedia,True,38
3890,12347,The Morgesons: A Novel,"Stoddard, Elizabeth",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Bildungsromans ; PS ; Young women -- Fiction,Public domain in the USA.,1862,Elizabeth Stoddard,female,American,1823.0,1902.0,"Wikipedia, Wikidata",True,1
3891,12348,Richard Vandermarck: A Novel,"Harris, Miriam Coles",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Orphans -- Fiction ; Man-woman relationships -- Fiction ; PS ; Young women -- Fiction,Public domain in the USA.,1871,Miriam Coles Harris,female,American,1834.0,1925.0,"Wikipedia, OpenLibrary",True,2
3892,12349,The Secret City,"Walpole, Hugh",PR,Contemporary Reviews; Browsing: History - European; Browsing: Literature; Browsing: Fiction,"British -- Russia -- Fiction ; Soviet Union -- History -- Revolution, 1917-1921 -- Fiction ; Historical fiction ; PR",Public domain in the USA.,1919,Hugh Walpole,male,English,1894.0,1941.0,Wikipedia,True,9
3893,12352,"Iola Leroy; Or, Shadows Uplifted","Harper, Frances Ellen Watkins",PS,Browsing: Culture/Civilization/Society; Browsing: Gender & Sexuality Studies; Browsing: Literature; Browsing: Fiction,African Americans -- Fiction ; African American women -- Fiction ; PS,Public domain in the USA.,1892,Frances Ellen Watkins Harper,female,American,1825.0,1911.0,Wikipedia,True,2
3894,12353,The Making of Religion,"Lang, Andrew",BL,Browsing: History - Religious; Browsing: Philosophy & Ethics; Browsing: Psychiatry/Psychology; Browsing: Religion/Spirituality/Paranormal,BL ; Religion -- History ; Religion ; Spiritualism,Public domain in the USA.,1885,Andrew Lang,male,Scottish,1844.0,1912.0,Wikipedia,True,15
3895,12354,"Pink and White Tyranny
A Society Novel","Stowe, Harriet Beecher",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,New England -- Fiction ; Married people -- Fiction ; PS,Public domain in the USA.,1872,Harriet Beecher Stowe,female,American,1811.0,1896.0,Wikipedia,True,12
3896,12357,The Case and the Girl,"Parrish, Randall",PS,Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,Inheritance and succession -- Fiction ; Mystery fiction ; PS,Public domain in the USA.,1922,Randall Parrish,male,American,1858.0,1923.0,"Wikipedia, OpenLibrary, Wikidata",True,15
3897,12360,The Top of the World,"Dell, Ethel M. (Ethel May)",PR,Browsing: Literature; Browsing: Fiction,Fiction ; PR,Public domain in the USA.,1920,Ethel May Dell,female,British,1881.0,1939.0,"Wikipedia, OpenLibrary",True,10
3898,12371,"The Experiences of a Barrister, and Confessions of an Attorney","Warren, Samuel",PR,Browsing: Crime/Mystery; Browsing: Law & Criminology; Browsing: Literature,"Legal stories, English ; Detective and mystery stories, English ; PR",Public domain in the USA.,1852,Samuel Warren,male,United States,1807.0,1877.0,"OpenLibrary, Wikidata",True,1
3899,12377,The Court of Boyville,"White, William Allen",PZ,Browsing: Children & Young Adult Reading; Browsing: Literature; Browsing: Fiction,Boys -- Juvenile fiction ; Children's stories ; PZ,Public domain in the USA.,1899,William Allen White,male,American,1868.0,1944.0,Wikipedia,True,3
3900,12383,The Poetical Works of William Wordsworth — Volume 3 (of 8),"Wordsworth, William",PR,Browsing: Literature; Browsing: Poetry,English poetry -- 19th century ; English poetry -- 18th century ; PR,Public domain in the USA.,1979,William Wordsworth,male,English,1770.0,1850.0,"Wikipedia, Wikidata",True,1
3901,12384,Battle-Pieces and Aspects of the War,"Melville, Herman",PS,US Civil War; Browsing: History - American; Browsing: Poetry; Browsing: Fiction,"United States -- History -- Civil War, 1861-1865 -- Poetry ; PS ; War poetry, American",Public domain in the USA.,1866,Herman Melville,male,American,1819.0,1891.0,Wikipedia,True,1
3902,12386,Samantha at the St. Louis Exposition,"Holley, Marietta",PS,Humor; Browsing: Humour; Browsing: Travel & Geography; Browsing: Fiction,"Louisiana Purchase Exposition (1904 : Saint Louis, Mo.) -- Fiction ; PS",Public domain in the USA.,1904,Marietta Holley,female,American,1836.0,1926.0,"Wikipedia, OpenLibrary",True,12
3903,12387,"Paul Faber, Surgeon","MacDonald, George",PR,Browsing: Health & Medicine; Browsing: Literature; Browsing: Fiction,"Medical fiction ; Wingfold, Thomas (Fictitious character) -- Fiction ; Surgeons -- Fiction ; Christian fiction ; Scotland -- Fiction ; PR",Public domain in the USA.,1879,George MacDonald,male,Scottish,1824.0,1905.0,Wikipedia,True,34
3904,12388,The Courage of Captain Plum,"Curwood, James Oliver",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,PS ; Western stories,Public domain in the USA.,1908,James Oliver Curwood,male,American,1878.0,1927.0,"Wikipedia, OpenLibrary",True,20
3905,12391,Poems,"Stoddard, Elizabeth",PS,Browsing: Poetry,Poetry ; PS,Public domain in the USA.,1895,Elizabeth Stoddard,female,American,1823.0,1902.0,"Wikipedia, Wikidata",True,1
3906,12403,Fenwick's Career,"Ward, Humphry, Mrs.",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Painters -- Fiction ; England -- Social life and customs -- Fiction ; London (England) -- Fiction ; Married people -- England -- Fiction ; PR,Public domain in the USA.,1906,"Humphry, Ward",female,British,1851.0,1920.0,Wikipedia,True,22
3907,12416,As Seen By Me,"Bell, Lilian",D,Browsing: Culture/Civilization/Society; Browsing: History - General; Browsing: Travel & Geography,Europe -- Description and travel ; D ; Egypt -- Description and travel,Public domain in the USA.,1900,Lilian Bell,female,American,1867.0,1929.0,"Wikipedia, OpenLibrary",True,4
3908,12417,Fishin' Jimmy,"Slosson, Annie Trumbull",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Short stories ; New Hampshire -- Fiction ; PS ; Fishers -- Fiction ; Christian life -- Fiction,Public domain in the USA.,1889,Annie Trumbull Slosson,female,American,1838.0,1926.0,Wikipedia,True,1
3909,12419,Frontier Stories,"Harte, Bret",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,California -- Social life and customs -- Fiction ; PS ; Western stories,Public domain in the USA.,1882,Bret Harte,male,American,1836.0,1902.0,Wikipedia,True,33
3910,12436,The Night Horseman,"Brand, Max",PS,Western; Browsing: Literature; Browsing: Fiction,PS ; Western stories,Public domain in the USA.,1920,Max Brand,male,American,1892.0,1944.0,Wikipedia,True,6
3911,12440,"D'Ri and I: A Tale of Daring Deeds in the Second War with the British.
Being the Memoirs of Colonel Ramon Bell, U.S.A.","Bacheller, Irving",PS,"Bestsellers, American, 1895-1923; Browsing: History - American; Browsing: History - Warfare; Browsing: Fiction",United States -- History -- War of 1812 -- Fiction ; PS,Public domain in the USA.,1915,Irving Bacheller,male,American,1859.0,1950.0,"Wikipedia, OpenLibrary",True,16
3912,12441,The House of a Thousand Candles,"Nicholson, Meredith",PS,"Bestsellers, American, 1895-1923; Browsing: Crime/Mystery; Browsing: History - American; Browsing: Literature; Browsing: Fiction",Indiana -- Fiction ; Inheritance and succession -- Fiction ; PS ; Mystery and detective stories,Public domain in the USA.,1905,Meredith Nicholson,male,American,1866.0,1947.0,"Wikipedia, OpenLibrary, Wikidata",True,18
3913,12449,"A Reputed Changeling; Or, Three Seventh Years Two Centuries Ago","Yonge, Charlotte M. (Charlotte Mary)",PR,Historical Fiction; Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Fiction,Youth and death -- Fiction ; Courtship -- Fiction ; Great Britain -- History -- 17th century -- Fiction ; Voyages and travels -- Fiction ; Adventure stories ; Uncles -- Fiction ; Conduct of life -- Fiction ; PR ; Widows -- Fiction ; Christian life -- Fiction ; Friendship -- Fiction,Public domain in the USA.,1889,Charlotte Mary Yonge,female,English,1823.0,1901.0,Wikipedia,True,24
3914,12450,The Reason Why,"Glyn, Elinor",PR,Browsing: Literature; Browsing: Fiction,Fiction ; PR,Public domain in the USA.,1911,Elinor Glyn,female,British,1864.0,1943.0,Wikipedia,True,15
3915,12454,France at War: On the Frontier of Civilization,"Kipling, Rudyard",D501,World War I; Browsing: History - European; Browsing: History - General; Browsing: History - Warfare,"World War, 1914-1918 -- Personal narratives, British ; D501 ; France -- Social conditions -- 20th century",Public domain in the USA.,1916,Rudyard Kipling,male,"English, British",1865.0,1936.0,Wikipedia,True,35
3916,12460,"Pomona's Travels
A Series of Letters to the Mistress of Rudder Grange from her Former Handmaiden","Stockton, Frank R.",PS,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,Voyages and travels -- Fiction ; Epistolary fiction ; PS ; Americans -- Great Britain -- Fiction,Public domain in the USA.,1979,Frank R. Stockton,male,American,1834.0,1902.0,"Wikipedia, Wikidata",True,18
3917,12461,Castles in the Air,"Orczy, Emmuska Orczy, Baroness",PR,Browsing: Literature; Browsing: Travel & Geography; Browsing: Fiction,Paris (France) -- Fiction ; Adventure stories ; Short stories ; PR,Public domain in the USA.,1922,"Emmuska Orczy, Orczy",female,"British, English, French",1865.0,1947.0,Wikipedia,True,21
3918,12470,A Perilous Secret,"Reade, Charles",PR,Browsing: Literature; Browsing: Fiction,Fiction ; PR,Public domain in the USA.,1863,Charles Reade,male,British,1814.0,1884.0,"Wikipedia, Wikidata",True,3
3919,12471,"What I Remember, Volume 2","Trollope, Thomas Adolphus",PR,Browsing: Biographies; Browsing: Literature,"Authors, English -- 19th century -- Biography ; Trollope, Thomas Adolphus, 1810-1892 ; PR",Public domain in the USA.,1887,Thomas Adolphus Trollope,male,"English, British",1810.0,1892.0,Wikipedia,True,2
3920,12474,Write It Right: A Little Blacklist of Literary Faults,"Bierce, Ambrose",PE,Browsing: Language & Communication; Browsing: Literature,English language -- Errors of usage ; PE,Public domain in the USA.,1909,Ambrose Bierce,male,American,1842.0,1914.0,Wikipedia,True,19
3921,12475,Fires of Driftwood,"Mackay, Isabel Ecclestone",PS,Browsing: Literature; Browsing: Poetry,Canadian poetry ; PS,Public domain in the USA.,1922,Isabel Ecclestone Mackay,female,Canadian,1875.0,1928.0,"Wikipedia, OpenLibrary",True,1
3922,12476,Ships that pass in the night,"Harraden, Beatrice",PR,Browsing: Literature; Browsing: Fiction,Sick -- Fiction ; Friendship -- Fiction ; PR ; Death -- Fiction,Public domain in the USA.,1897,Beatrice Harraden,female,British,1864.0,1936.0,Wikipedia,True,4
3923,12481,Hero Tales of the Far North,"Riis, Jacob A. (Jacob August)",DL,Browsing: History - European; Browsing: History - General,DL ; Scandinavia -- History,Public domain in the USA.,1919,Jacob August Riis,male,American,1849.0,1914.0,Wikipedia,True,3
3924,12482,The Mettle of the Pasture,"Allen, James Lane",PS,"Bestsellers, American, 1895-1923; Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction",PS ; Kentucky -- Fiction,Public domain in the USA.,1903,James Lane Allen,male,American,1849.0,1925.0,Wikipedia,True,9
3925,12484,The Knave of Diamonds,"Dell, Ethel M. (Ethel May)",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Love stories ; Americans -- England -- Fiction ; PR ; Brothers -- Fiction,Public domain in the USA.,1911,Ethel May Dell,female,British,1881.0,1939.0,"Wikipedia, OpenLibrary",True,10
3926,12485,The Three Brides,"Yonge, Charlotte M. (Charlotte Mary)",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Marriage -- Fiction ; England -- Social life and customs -- 19th century -- Fiction ; PR,Public domain in the USA.,1876,Charlotte Mary Yonge,female,English,1823.0,1901.0,Wikipedia,True,24
3927,12491,Twelve Types,"Chesterton, G. K. (Gilbert Keith)",CT; PR,Browsing: Biographies; Browsing: History - British; Browsing: Literature,CT ; English literature -- History and criticism ; Character sketches ; Biography ; PR,Public domain in the USA.,1903,Gilbert Keith Chesterton,male,English,1874.0,1936.0,Wikipedia,True,28
3928,12495,Casey Ryan,"Bower, B. M.",PS,Western; Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Ryan, Casey (Fictitious character) -- Fiction ; PS ; Western stories",Public domain in the USA.,1921,B. M. Bower,female,American,1874.0,1940.0,"Wikipedia, OpenLibrary",True,24
3929,12509,The Moon Rock,"Rees, Arthur J. (Arthur John)",PR,Detective Fiction; Browsing: Crime/Mystery; Browsing: Literature; Browsing: Fiction,Detective and mystery stories ; PR,Public domain in the USA.,1922,Arthur John Rees,male,Australian,1872.0,1942.0,"Wikipedia, OpenLibrary, Wikidata",True,1
3930,12510,"Targum
Or Metrical Translations From Thirty Languages And Dialects","Borrow, George",PR,Browsing: Literature; Browsing: Poetry,Poetry -- Translations into English ; PR ; Poetry -- Collections,Public domain in the USA.,1835,George Borrow,male,English,1803.0,1881.0,Wikipedia,True,4
3931,12516,The Way of an Eagle,"Dell, Ethel M. (Ethel May)",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Soldiers -- Fiction ; India -- Fiction ; English fiction -- 20th century ; British -- India -- Fiction ; Man-woman relationships -- Fiction ; PR,Public domain in the USA.,1911,Ethel May Dell,female,British,1881.0,1939.0,"Wikipedia, OpenLibrary",True,10
3932,12520,Deadham Hard: A Romance,"Malet, Lucas",PR,Browsing: Literature; Browsing: Fiction,Fiction ; PR,Public domain in the USA.,1919,Lucas Malet,female,English,1852.0,1931.0,"Wikipedia, OpenLibrary",True,5
3933,12531,"The Mirror of Literature, Amusement, and Instruction. Volume 20, No. 581, December 15, 1832",Various,AP,"The Mirror of Literature, Amusement, and Instruction; Browsing: Encyclopedias/Dictionaries/Reference; Browsing: Literature",Popular literature -- Great Britain -- Periodicals ; AP,Public domain in the USA.,1822,Various,male,Kingdom of the Netherlands,1929.0,2022.0,Wikidata,True,3
3934,12532,The Shades of the Wilderness: A Story of Lee's Great Stand,"Altsheler, Joseph A. (Joseph Alexander)",PZ,US Civil War; Children's Fiction; Browsing: Children & Young Adult Reading; Browsing: History - American; Browsing: Fiction,"United States -- History -- Civil War, 1861-1865 -- Juvenile fiction ; PZ",Public domain in the USA.,1914,Joseph Alexander Altsheler,male,"American, French",1862.0,1919.0,"Wikipedia, OpenLibrary",True,6
3935,12535,Witness for the Defence,"Mason, A. E. W. (Alfred Edward Woodley)",PR,Browsing: Law & Criminology; Browsing: Literature; Browsing: Fiction,Legal stories ; Historical fiction ; PR,Public domain in the USA.,1913,Alfred Edward Woodley Mason,male,"English, French",1865.0,1948.0,Wikipedia,True,14
3936,12550,"The Mirror of Literature, Amusement, and Instruction. Volume 19, No. 540, March 31, 1832",Various,AP,"The Mirror of Literature, Amusement, and Instruction; Browsing: History - British; Browsing: Literature",Popular literature -- Great Britain -- Periodicals ; AP,Public domain in the USA.,1866,Various,male,Kingdom of the Netherlands,1929.0,2022.0,Wikidata,True,3
3937,12555,The Tragedy of the Korosko,"Doyle, Arthur Conan",PR,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,East and West -- Fiction ; Egypt -- Social life and customs -- 19th century -- Fiction ; PR ; Hostages -- Fiction,Public domain in the USA.,1898,Arthur Conan Doyle,male,British,1859.0,1930.0,Wikipedia,True,55
3938,12556,A Master of Fortune: Being Further Adventures of Captain Kettle,"Hyne, Charles John Cutcliffe Wright",PR,Browsing: History - General; Browsing: Literature; Browsing: Fiction,Adventure stories ; Congo (Democratic Republic) -- History -- To 1908 -- Fiction ; PR ; Ship captains -- Fiction,Public domain in the USA.,1901,Charles John Cutcliffe Wright Hyne,male,English,1866.0,1944.0,"Wikipedia, OpenLibrary",True,4
3939,12557,The Penalty,"Morris, Gouverneur",PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,Revenge -- Fiction ; Love stories ; Beggars -- Fiction ; Women sculptors -- Fiction ; PS,Public domain in the USA.,1913,Gouverneur Morris,male,United States,1752.0,1816.0,"OpenLibrary, Wikidata",True,6
3940,12560,"Port O' Gold
A History-Romance of the San Francisco Argonauts","Stellman, Louis J. (Louis John)",PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature; Browsing: Fiction,San Francisco (Calif.) -- Fiction ; Historical fiction ; PS,Public domain in the USA.,1922,Louis John Stellman,male,United States,1877.0,1961.0,"OpenLibrary, Wikidata",True,1
