,Authors,Normalised Authors,Author Gender,Author Nationality,Author Birth,Author Death,Author Info Source,Author Info Found
838,"Madison, Lucy Foster",Lucy Foster Madison,female,American,1865.0,1932.0,"Wikipedia, Wikidata",True
839,"Balmer, Edwin ",Edwin Balmer,male,American,1883.0,1959.0,"Wikipedia, Wikidata",True
840," MacHarg, William",William MacHarg,male,American,1883.0,1959.0,"Wikipedia, OpenLibrary",True
841,"Blunt, Wilfrid Scawen",Wilfrid Scawen Blunt,male,English,1840.0,1922.0,Wikipedia,True
842,"Wood, Robert Williams",Robert Williams Wood,male,United States,1868.0,1955.0,"OpenLibrary, Wikidata",True
843,"Sawyer, Robert J.",Robert J. Sawyer,male,"Canadian, American",1960.0,,Wikipedia,True
844,"Shorthouse, J. H. (Joseph Henry)",Joseph Henry Shorthouse,male,English,1834.0,1903.0,Wikipedia,True
845,"Hill, Headon",Headon Hill,male,United Kingdom of Great Britain and Ireland,1857.0,1927.0,"OpenLibrary, Wikidata",True
846,"Call, Frank Oliver",Frank Oliver Call,male,Canadian,1878.0,1956.0,"Wikipedia, OpenLibrary, Wikidata",True
847,"Putnam, Nina Wilcox",Nina Wilcox Putnam,female,American,1888.0,1962.0,"Wikipedia, OpenLibrary",True
848,"Marshall, Edison",Edison Marshall,male,American,1894.0,1967.0,"Wikipedia, Wikidata",True
849,"Leverage, Henry",Henry Leverage,male,American,1885.0,1931.0,"Wikipedia, OpenLibrary, Wikidata",True
850,"Rowlands, Effie Adelaide",Effie Adelaide Rowlands,female,British,1859.0,1936.0,"Wikipedia, OpenLibrary",True
851,"Pattullo, George",George Pattullo,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1879.0,1967.0,"OpenLibrary, Wikidata",True
852,"Mead, Lucia True Ames",Lucia True Ames Mead,female,American,1856.0,1936.0,"Wikipedia, OpenLibrary, Wikidata",True
853,"Herbert, A. P. (Alan Patrick)",Alan Patrick Herbert,male,English,1890.0,1971.0,Wikipedia,True
854,"Kent, Elizabeth",Elizabeth Kent,female,United Kingdom of Great Britain and Ireland,1875.0,1947.0,"OpenLibrary, Wikidata",True
855,"Starrett, Vincent",Vincent Starrett,male,"American, Canadian",1886.0,1974.0,"Wikipedia, OpenLibrary",True
856,A. L. O. E.,A. L. O. E.,female,,1821.0,1893.0,OpenLibrary,True
857,"Ransome, Arthur",Arthur Ransome,male,English,1884.0,1967.0,Wikipedia,True
858,"Howe, E. W. (Edgar Watson)",Edgar Watson Howe,male,United States,1853.0,1937.0,"OpenLibrary, Wikidata",True
859,"Machar, Agnes Maule",Agnes Maule Machar,female,Canadian,1837.0,1927.0,"Wikipedia, OpenLibrary, Wikidata",True
860,"Osborne, William Hamilton",William Hamilton Osborne,male,American,1873.0,1942.0,"Wikipedia, OpenLibrary",True
861,"Colvin, Sidney",Sidney Colvin,male,"United Kingdom, United Kingdom of Great Britain and Ireland",1845.0,1927.0,"OpenLibrary, Wikidata",True
862,"Daggett, Mary Stewart",Mary Stewart Daggett,female,,1856.0,1922.0,"OpenLibrary, Wikidata",True
863,"Billings, Josh",Josh Billings,male,United States,1818.0,1885.0,"OpenLibrary, Wikidata",True
864,"Glanville, Ernest",Ernest Glanville,male,South Africa,1855.0,1925.0,"Wikipedia, OpenLibrary, Wikidata",True
865,"Norwood, Robert Winkworth",Robert Winkworth Norwood,male,Canada,1874.0,1932.0,"OpenLibrary, Wikidata",True
866,"Mills, Weymer Jay",Weymer Jay Mills,,,1880.0,1938.0,OpenLibrary,True
867,"Matthews, Brander",Brander Matthews,male,"American, French",1852.0,1929.0,"Wikipedia, OpenLibrary",True
868,"Fawcett, Edgar",Edgar Fawcett,male,American,1847.0,1904.0,"Wikipedia, OpenLibrary, Wikidata",True
869,"West, Rebecca",Rebecca West,female,British,1892.0,1983.0,Wikipedia,True
870,"Cutting, Mary Stewart",Mary Stewart Cutting,female,American,1879.0,1928.0,"Wikipedia, Wikidata",True
871,"Murray, Gilbert",Gilbert Murray,male,"Australian, British",1866.0,1957.0,Wikipedia,True
872,"Cambridge, Ada",Ada Cambridge,female,"Australian, English",1844.0,1926.0,Wikipedia,True
873,"Cousins, James Henry",James Henry Cousins,male,Irish,1873.0,1956.0,"Wikipedia, Wikidata",True
874,"Banks, G. Linnaeus (George Linnaeus), Mrs.",George Linnaeus Banks,female,British,1821.0,1881.0,Wikipedia,True
875,"Stables, Gordon",Gordon Stables,male,Scottish,1840.0,1910.0,"Wikipedia, Wikidata",True
876,"Kiser, Samuel E. (Samuel Ellsworth)",Samuel Ellsworth Kiser,male,,1862.0,1942.0,"OpenLibrary, Wikidata",True
877,"Fletcher, John Gould",John Gould Fletcher,male,American,1886.0,1950.0,"Wikipedia, OpenLibrary",True
878,"Edwards, Albert",Albert Edwards,male,"Australia, United Kingdom of Great Britain and Ireland",1879.0,1929.0,"OpenLibrary, Wikidata",True
879,"James, G. P. R. (George Payne Rainsford)",George Payne Rainsford James,male,"English, British",1802.0,1960.0,"Wikipedia, OpenLibrary",True
880,"Pollard, Percival",Percival Pollard,male,American,1869.0,1911.0,"Wikipedia, OpenLibrary, Wikidata",True
881,"Brooks, Sarah Warner",Sarah Warner Brooks,male,American,1947.0,1906.0,"Wikipedia, OpenLibrary",True
882,"Fern, Fanny",Fanny Fern,female,American,1811.0,1872.0,Wikipedia,True
883,"Dane, Clemence",Clemence Dane,female,English,1888.0,1965.0,"Wikipedia, OpenLibrary",True
884,"Garrett, Erwin Clarkson",Erwin Clarkson Garrett,male,,1879.0,1954.0,"OpenLibrary, Wikidata",True
885,"Machray, Robert",Robert Machray,male,,1831.0,1904.0,"OpenLibrary, Wikidata",True
886,"Gilson, Roy Rolfe",Roy Rolfe Gilson,male,,1875.0,1933.0,"OpenLibrary, Wikidata",True
887,"Whyte-Melville, G. J. (George John)",George John Whyte-Melville,male,Scottish,1821.0,1878.0,"Wikipedia, OpenLibrary",True
888,"Schoonmaker, Edwin Davies",Edwin Davies Schoonmaker,male,,1873.0,1940.0,"OpenLibrary, Wikidata",True
889,"Sharp, Evelyn",Evelyn Sharp,female,"United Kingdom, United Kingdom of Great Britain and Ireland",1869.0,1955.0,"OpenLibrary, Wikidata",True
890,"Church, Alfred John",Alfred John Church,male,United Kingdom of Great Britain and Ireland,1829.0,1912.0,"OpenLibrary, Wikidata",True
891,"Hunt, Violet",Violet Hunt,female,"English, British",1862.0,1942.0,Wikipedia,True
892,"Alexander, Mrs.",Alexander,female,Macedonia,1968.0,,"OpenLibrary, Wikidata",True
893,"Elliott, Maud Howe",Maud Howe Elliott,female,American,1854.0,1948.0,Wikipedia,True
894,"Bisland, Elizabeth",Elizabeth Bisland,female,American,1861.0,1929.0,"Wikipedia, OpenLibrary",True
895,"Kirkland, Winifred Margaretta",Winifred Margaretta Kirkland,female,United States,1872.0,1943.0,"OpenLibrary, Wikidata",True
896,"Dowling, Richard",Richard Dowling,male,Ireland,1846.0,1898.0,"OpenLibrary, Wikidata",True
897,"Wilkinson, William Cleaver",William Cleaver Wilkinson,male,"German, English",1833.0,1920.0,"Wikipedia, OpenLibrary",True
898,"Besant, Walter ",Walter Besant,male,English,1836.0,1901.0,Wikipedia,True
899," Rice, James",James Rice,male,United Kingdom of Great Britain and Ireland,1934.0,1882.0,"OpenLibrary, Wikidata",True
900,"Manning, Frederic",Frederic Manning,male,Australian,1882.0,1935.0,"Wikipedia, OpenLibrary",True
901,"Aubrey, Frank",Frank Aubrey,male,British,1847.0,1927.0,"OpenLibrary, Wikidata",True
902,"Niven, Frederick",Frederick Niven,male,"Scottish, Canadian",1878.0,1944.0,"Wikipedia, OpenLibrary",True
903,"Dix, Beulah Marie",Beulah Marie Dix,female,American,1876.0,1970.0,"Wikipedia, OpenLibrary",True
904,"De Morgan, William",William De Morgan,male,English,1839.0,1917.0,"Wikipedia, OpenLibrary",True
905,"Davis, Foxcroft",Foxcroft Davis,female,"American, English",1860.0,1916.0,Wikipedia,True
906,"Harkins, E. F. (Edward Francis)",Edward Francis Harkins,,,1872.0,,OpenLibrary,True
907,"Finley, Martha",Martha Finley,female,American,1828.0,1909.0,Wikipedia,True
908,"Sims, George R.",George R. Sims,male,English,1847.0,1922.0,"Wikipedia, Wikidata",True
909,"Whishaw, Frederick",Frederick Whishaw,male,"Russian, English, British",1854.0,1934.0,"Wikipedia, OpenLibrary",True
910,"Hankin, St. John",St. John Hankin,male,English,1869.0,1909.0,"Wikipedia, OpenLibrary",True
911,"Cunninghame Graham, R. B. (Robert Bontine)",Robert Bontine Cunninghame Graham,male,"British, Scottish",1852.0,1936.0,Wikipedia,True
912,"Sladen, Douglas Brooke Wheelton",Douglas Brooke Wheelton Sladen,male,English,1856.0,1947.0,"Wikipedia, OpenLibrary, Wikidata",True
913,"Alexander, Francesca",Francesca Alexander,female,American,1837.0,1917.0,"Wikipedia, OpenLibrary, Wikidata",True
914,"Frye, James A. (James Albert)",James Albert Frye,,,1863.0,,OpenLibrary,True
915,"Hall, Radclyffe",Radclyffe Hall,female,"British, English",1880.0,1943.0,Wikipedia,True
916,"Wylie, I. A. R. (Ida Alexa Ross)",Ida Alexa Ross Wylie,female,"Australian, British, British-American",1885.0,1959.0,Wikipedia,True
917,"McKishnie, Archie P.",Archie P. McKishnie,male,Canadian,1875.0,1946.0,"Wikipedia, Wikidata",True
918,"Baum, L. Frank (Lyman Frank)",Lyman Frank Baum,male,American,1856.0,1919.0,Wikipedia,True
919,"MacGill, Patrick",Patrick MacGill,male,Irish,1889.0,1963.0,"Wikipedia, OpenLibrary",True
920,"Powys, John Cowper",John Cowper Powys,male,English,1871.0,1963.0,Wikipedia,True
921,"Perrin, Alice",Alice Perrin,female,British,1867.0,1934.0,"Wikipedia, OpenLibrary",True
922,"Darrow, Clarence",Clarence Darrow,male,American,1857.0,1938.0,Wikipedia,True
923,"Giberne, Agnes",Agnes Giberne,female,British,1845.0,1939.0,"Wikipedia, OpenLibrary",True
924,"Reid, Christian",Christian Reid,female,American,1846.0,1920.0,"Wikipedia, OpenLibrary",True
925,"Golding, Louis",Louis Golding,male,English,1895.0,1958.0,Wikipedia,True
926,"Farjeon, Eleanor",Eleanor Farjeon,female,English,1881.0,1965.0,"Wikipedia, Wikidata",True
927,"Hayes, J. W. (Jeff W.)",Jeff W. Hayes,female,English,1976.0,1917.0,"Wikipedia, Wikidata",True
928,"Pickthall, Marmaduke William",Marmaduke William Pickthall,male,English,1875.0,1936.0,Wikipedia,True
929,"MacKaye, Percy",Percy MacKaye,male,American,1876.0,1956.0,"Wikipedia, Wikidata",True
930,"Levy, Amy",Amy Levy,female,English,1861.0,1889.0,Wikipedia,True
931,"Woolf, Leonard",Leonard Woolf,male,British,1880.0,1969.0,Wikipedia,True
932,"Crow, Martha Foote",Martha Foote Crow,female,American,1854.0,1924.0,"Wikipedia, OpenLibrary",True
933,"Yates, Edmund",Edmund Yates,male,British,1831.0,1894.0,"Wikipedia, Wikidata",True
934,"Coppard, A. E. (Alfred Edgar)",Alfred Edgar Coppard,male,"English, British",1878.0,1957.0,"Wikipedia, OpenLibrary",True
935,"Cummings, Ray",Ray Cummings,male,American,1887.0,1957.0,"Wikipedia, OpenLibrary, Wikidata",True
936,"Hale, Katherine",Katherine Hale,female,Canadian,1878.0,1956.0,"Wikipedia, OpenLibrary, Wikidata",True
937,"Carr, Alice Vansittart Strettel",Alice Vansittart Strettel Carr,female,,1850.0,,OpenLibrary,True
938,"Ingraham, Prentiss",Prentiss Ingraham,male,American,1843.0,1904.0,"Wikipedia, OpenLibrary, Wikidata",True
939,"Horsley, Reginald",Reginald Horsley,male,,1863.0,1926.0,"OpenLibrary, Wikidata",True
940,"Silverberg, Robert",Robert Silverberg,male,American,1935.0,,Wikipedia,True
941,"Prime-Stevenson, Edward",Edward Prime-Stevenson,male,American,1858.0,1942.0,Wikipedia,True
942,"Pertwee, Roland",Roland Pertwee,male,"British, English",1885.0,1963.0,Wikipedia,True
943,"Thomas, Henry Wilton",Henry Wilton Thomas,female,,1867.0,,OpenLibrary,True
944,"Mearns, Hughes",Hughes Mearns,male,American,1875.0,1965.0,Wikipedia,True
945,"Dowdall, Mrs.",Dowdall,female,,,,OpenLibrary,True
946,"Irving, Washington",Washington Irving,male,American,1783.0,1859.0,Wikipedia,True
947,"Austen, Jane",Jane Austen,female,English,1775.0,1817.0,Wikipedia,True
948," Corson, Hiram",Hiram Corson,male,American,1828.0,1911.0,"Wikipedia, OpenLibrary, Wikidata",True
949,"Kilmer, Joyce",Joyce Kilmer,male,"American, British",1886.0,1918.0,Wikipedia,True
950,"Drake, Joseph Rodman",Joseph Rodman Drake,male,American,1795.0,1820.0,"Wikipedia, OpenLibrary, Wikidata",True
951,"Davis, Rebecca Harding",Rebecca Harding Davis,female,American,1831.0,1910.0,"Wikipedia, OpenLibrary",True
952,"Eastman, Charles A.",Charles A. Eastman,male,American,1858.0,1939.0,Wikipedia,True
953,"McCrae, John",John McCrae,male,Canadian,1872.0,1918.0,Wikipedia,True
954,"Gaskell, Elizabeth Cleghorn",Elizabeth Cleghorn Gaskell,female,English,1810.0,1865.0,Wikipedia,True
955,"Tuckwell, William",William Tuckwell,male,United Kingdom of Great Britain and Ireland,1829.0,1919.0,"OpenLibrary, Wikidata",True
956,"Jenkins, Edward",Edward Jenkins,male,United Kingdom of Great Britain and Ireland,1838.0,1910.0,"OpenLibrary, Wikidata",True
957,"Seeger, Alan",Alan Seeger,male,"American, French",1888.0,1916.0,Wikipedia,True
958," Stevenson, Fanny Van de Grift",Fanny Van de Grift Stevenson,female,American,1840.0,1914.0,Wikipedia,True
959," Orr, Sutherland, Mrs.","Sutherland, Orr",female,,,,OpenLibrary,True
960,"Dunbar-Nelson, Alice Moore",Alice Moore Dunbar-Nelson,female,American,1875.0,1935.0,Wikipedia,True
961,"Fairless, Michael",Michael Fairless,female,United Kingdom of Great Britain and Ireland,1869.0,1901.0,"OpenLibrary, Wikidata",True
962," Henley, William Ernest",William Ernest Henley,male,English,1849.0,1903.0,Wikipedia,True
963,"Veiller, Bayard ",Bayard Veiller,male,American,1869.0,1943.0,"Wikipedia, OpenLibrary",True
964," Dana, Marvin",Marvin Dana,male,American,1867.0,1926.0,"Wikipedia, OpenLibrary, Wikidata",True
965,"Poe, Edgar Allan",Edgar Allan Poe,male,American,1809.0,1849.0,Wikipedia,True
966,"Stewart, Cal",Cal Stewart,male,,1856.0,1919.0,"OpenLibrary, Wikidata",True
967,"Grossmith, George ",George Grossmith,male,English,1847.0,1912.0,Wikipedia,True
968," Grossmith, Weedon",Weedon Grossmith,male,English,1854.0,1919.0,Wikipedia,True
969,"Venables, Edmund",Edmund Venables,male,"British, English",1819.0,1895.0,"Wikipedia, OpenLibrary, Wikidata",True
970,"Sinclair, Upton ",Upton Sinclair,male,American,1878.0,1968.0,Wikipedia,True
971," Brieux, Eugène",Eugène Brieux,male,France,1858.0,1932.0,"OpenLibrary, Wikidata",True
972,"Thomson, James",James Thomson,male,Kingdom of Great Britain,1700.0,1748.0,"OpenLibrary, Wikidata",True
973,"Aiken, Conrad",Conrad Aiken,male,American,1889.0,1973.0,"Wikipedia, OpenLibrary",True
974,"Rand, Ayn",Ayn Rand,female,"Russian, American",1905.0,1982.0,Wikipedia,True
975,"Lindsay, David",David Lindsay,male,American,1969.0,1641.0,"Wikipedia, OpenLibrary",True
976,"Waterlow, Sydney",Sydney Waterlow,male,United Kingdom of Great Britain and Ireland,1878.0,1944.0,"OpenLibrary, Wikidata",True
977,"Galt, John",John Galt,male,"Scottish, English",1779.0,1839.0,OpenLibrary,True
978,"Clough, Arthur Hugh",Arthur Hugh Clough,male,English,1819.0,1861.0,Wikipedia,True
979,"Wolf, Emma",Emma Wolf,female,American,1865.0,1932.0,Wikipedia,True
980,"McNeill, John Charles",John Charles McNeill,male,,1874.0,1907.0,"OpenLibrary, Wikidata",True
981,"Bunyan, John",John Bunyan,male,English,1628.0,1688.0,Wikipedia,True
982,"Lewis, C. S. (Clive Staples)",Clive Staples Lewis,male,"Irish, British",1898.0,1963.0,OpenLibrary,True
983,"Macaulay, Thomas Babington Macaulay, Baron","Thomas Babington Macaulay, Macaulay",male,British,1800.0,1859.0,Wikipedia,True
984,"Larcom, Lucy",Lucy Larcom,female,American,1824.0,1893.0,Wikipedia,True
985,"Childers, Erskine",Erskine Childers,male,"Irish, English, German",1870.0,1922.0,"Wikipedia, OpenLibrary",True
986,"Wood, Eugene",Eugene Wood,male,,1860.0,1923.0,"OpenLibrary, Wikidata",True
987,"Atkinson, Eleanor",Eleanor Atkinson,female,American,1863.0,1942.0,"Wikipedia, OpenLibrary",True
988," Haggard, H. Rider (Henry Rider)",Henry Rider Haggard,male,"English, British",1856.0,1925.0,Wikipedia,True
989,"Thackeray, William Makepeace",William Makepeace Thackeray,male,"English, British",1811.0,1863.0,Wikipedia,True
990,"Jones, Henry Festing",Henry Festing Jones,male,English,1851.0,1928.0,"Wikipedia, Wikidata",True
991,"Moorman, F. W. (Frederic William)",Frederic William Moorman,male,English,1872.0,1919.0,"Wikipedia, Wikidata",True
992,"Earls, Michael",Michael Earls,male,American,1875.0,1937.0,"Wikipedia, Wikidata",True
993,"Clarke, Marcus Andrew Hislop",Marcus Andrew Hislop Clarke,male,"English, Australian",1846.0,1881.0,"Wikipedia, OpenLibrary",True
994,"Voynich, E. L. (Ethel Lillian)",Ethel Lillian Voynich,female,Irish,1864.0,1960.0,Wikipedia,True
995,"Gatlin, Dana",Dana Gatlin,female,,1884.0,1940.0,"OpenLibrary, Wikidata",True
996,"Manners, J. Hartley",J. Hartley Manners,male,Irish,1870.0,1928.0,"Wikipedia, OpenLibrary, Wikidata",True
997,"Angellotti, Marion Polk",Marion Polk Angellotti,female,American,1887.0,1975.0,"Wikipedia, OpenLibrary, Wikidata",True
998,"Rudd, Steele",Steele Rudd,male,Australian,1868.0,1935.0,Wikipedia,True
999,"Rossetti, Dante Gabriel",Dante Gabriel Rossetti,male,English,1828.0,1882.0,Wikipedia,True
1000,"Richardson, Henry Handel",Henry Handel Richardson,female,Australian,1870.0,1946.0,Wikipedia,True
1001,"Hartmann, George",George Hartmann,male,French,1843.0,1900.0,"Wikipedia, Wikidata",True
1002,"Scott, Evelyn",Evelyn Scott,female,American,1893.0,1963.0,OpenLibrary,True
1003,"Symonds, John Addington",John Addington Symonds,male,English,1840.0,1893.0,Wikipedia,True
1004,"Seiffert, Marjorie Allen",Marjorie Allen Seiffert,female,American,1885.0,1970.0,"Wikipedia, OpenLibrary",True
1005,"Gillmore, Inez Haynes",Inez Haynes Gillmore,female,American,1873.0,1970.0,Wikipedia,True
1006,"Calverley, Charles Stuart",Charles Stuart Calverley,male,English,1831.0,1884.0,"Wikipedia, OpenLibrary",True
1007,"Abbott, Lyman",Lyman Abbott,male,American,1835.0,1922.0,"Wikipedia, OpenLibrary, Wikidata",True
1008,"Abbott, Belle K. (Belle Kendrick)",Belle Kendrick Abbott,female,American,1842.0,1893.0,"Wikipedia, Wikidata",True
1009,"James, Henry ",Henry James,male,"American, British, American-British, English",1843.0,1916.0,Wikipedia,True
1010," Cutting, Mary Stewart ",Mary Stewart Cutting,female,American,1879.0,1928.0,"Wikipedia, Wikidata",True
1011," Wyatt, Edith ",Edith Wyatt,female,American,1873.0,1958.0,"Wikipedia, OpenLibrary, Wikidata",True
1012," Andrews, Mary Raymond Shipman ",Mary Raymond Shipman Andrews,female,American,1860.0,1936.0,Wikipedia,True
1013," Howells, William Dean ",William Dean Howells,male,American,1837.0,1920.0,Wikipedia,True
1014," Bangs, John Kendrick ",John Kendrick Bangs,male,American,1862.0,1922.0,"Wikipedia, OpenLibrary, Wikidata",True
1015," Jordan, Elizabeth Garver ",Elizabeth Garver Jordan,female,American,1865.0,1947.0,Wikipedia,True
1016," Vorse, Mary Heaton ",Mary Heaton Vorse,female,American,1874.0,1966.0,Wikipedia,True
1017," Brown, Alice ",Alice Brown,female,United States,1857.0,1948.0,"OpenLibrary, Wikidata",True
1018," Freeman, Mary Eleanor Wilkins ",Mary Eleanor Wilkins Freeman,female,American,1852.0,1930.0,Wikipedia,True
1019," Van Dyke, Henry ",Henry Van Dyke,male,American,1852.0,1933.0,"Wikipedia, OpenLibrary",True
1020," Phelps, Elizabeth Stuart",Elizabeth Stuart Phelps,female,American,1844.0,1911.0,"Wikipedia, OpenLibrary, Wikidata",True
1021,"Calhoun, Frances Boyd",Frances Boyd Calhoun,female,American,1867.0,1909.0,Wikipedia,True
1022,"Roe, Vingie E. (Vingie Eve)",Vingie Eve Roe,,American,1879.0,1958.0,"Wikipedia, OpenLibrary",True
1023,"Hillyer, Robert",Robert Hillyer,male,"American, English",1895.0,1961.0,Wikipedia,True
1024,"Housman, A. E. (Alfred Edward)",Alfred Edward Housman,male,English,1859.0,1936.0,Wikipedia,True
1025,"Marshall, H. E. (Henrietta Elizabeth)",Henrietta Elizabeth Marshall,female,"British, Scottish",1867.0,1941.0,Wikipedia,True
1026,"Millay, Edna St. Vincent",Edna St. Vincent Millay,female,American,1892.0,1950.0,Wikipedia,True
1027,"Van Slyke, Lucille",Lucille Van Slyke,female,American,1879.0,1966.0,"Wikipedia, OpenLibrary",True
1028,"Burton, Richard Francis, Sir","Richard Francis, Burton",male,British,1821.0,1890.0,Wikipedia,True
1029,"Tourgée, Albion Winegar",Albion Winegar Tourgée,male,American,1838.0,1905.0,"Wikipedia, OpenLibrary, Wikidata",True
1030,"Goddard, Charles",Charles Goddard,male,United States,1770.0,1845.0,"OpenLibrary, Wikidata",True
1031,"White, Edward Lucas",Edward Lucas White,male,American,1866.0,1934.0,"Wikipedia, Wikidata",True
