Etext Number,Type,Issued,Title,Language,LoCC,Bookshelves,Authors,rights,Subjects,Read online (web),EPUB3 (E-readers incl. Send-to-Kindle),EPUB (older E-readers),"EPUB (no images, older E-readers)",Kindle,Kindle (E-readers incl. Send-to-Kindle),"Kindle (no images, older E-readers)",Plain Text UTF-8,Download HTML(zip),Resource Description Framework (RDF),Other Links,published_year,Opium Keywords
29561,Text,2009-08-01,In a Little Town,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Hughes, Rupert",Public domain in the USA.,PS ; Middle West -- Fiction ; Short stories,https://www.gutenberg.org/ebooks/29561.html.images,https://www.gutenberg.org/ebooks/29561.epub3.images,https://www.gutenberg.org/ebooks/29561.epub.images,https://www.gutenberg.org/ebooks/29561.epub.noimages,https://www.gutenberg.org/ebooks/29561.kf8.images,https://www.gutenberg.org/ebooks/29561.kindle.images,https://www.gutenberg.org/ebooks/29561.kindle.noimages,https://www.gutenberg.org/ebooks/29561.txt.utf-8,https://www.gutenberg.org/cache/epub/29561/pg29561-h.zip,https://www.gutenberg.org/ebooks/29561.rdf,https://www.gutenberg.org/files/29561/29561-h/29561-h.htm ; https://www.gutenberg.org/files/29561/29561-8.txt ; https://www.gutenberg.org/files/29561/29561.zip ; https://www.gutenberg.org/files/29561/29561.txt ; https://www.gutenberg.org/files/29561/29561-8.zip ; https://www.gutenberg.org/cache/epub/29561/pg29561.cover.small.jpg ; https://www.gutenberg.org/cache/epub/29561/pg29561.cover.medium.jpg,1912,"['anodyne', 'morphine']"
29570,Text,2009-08-02,Rope,en,PS,Browsing: Literature; Browsing: Fiction,"Hall, Holworthy",Public domain in the USA.,Fiction ; PS,https://www.gutenberg.org/ebooks/29570.html.images,https://www.gutenberg.org/ebooks/29570.epub3.images,https://www.gutenberg.org/ebooks/29570.epub.images,https://www.gutenberg.org/ebooks/29570.epub.noimages,https://www.gutenberg.org/ebooks/29570.kf8.images,https://www.gutenberg.org/ebooks/29570.kindle.images,https://www.gutenberg.org/ebooks/29570.kindle.noimages,https://www.gutenberg.org/ebooks/29570.txt.utf-8,https://www.gutenberg.org/cache/epub/29570/pg29570-h.zip,https://www.gutenberg.org/ebooks/29570.rdf,https://www.gutenberg.org/files/29570/29570.txt ; https://www.gutenberg.org/files/29570/29570-8.txt ; https://www.gutenberg.org/cache/epub/29570/pg29570.cover.medium.jpg ; https://www.gutenberg.org/files/29570/29570.zip ; https://www.gutenberg.org/files/29570/29570-h/29570-h.htm ; https://www.gutenberg.org/files/29570/29570-8.zip ; https://www.gutenberg.org/cache/epub/29570/pg29570.cover.small.jpg,1750,['paregoric']
29572,Text,2009-08-02,Whispering Smith,en,PS,Browsing: Culture/Civilization/Society; Browsing: Crime/Mystery; Browsing: Fiction,"Spearman, Frank H. (Frank Hamilton)",Public domain in the USA.,Railroad police -- West (U.S.) -- Fiction ; PS ; Detectives -- West (U.S.) -- Fiction ; Railroad stories ; Western stories,https://www.gutenberg.org/ebooks/29572.html.images,https://www.gutenberg.org/ebooks/29572.epub3.images,https://www.gutenberg.org/ebooks/29572.epub.images,https://www.gutenberg.org/ebooks/29572.epub.noimages,https://www.gutenberg.org/ebooks/29572.kf8.images,https://www.gutenberg.org/ebooks/29572.kindle.images,https://www.gutenberg.org/ebooks/29572.kindle.noimages,https://www.gutenberg.org/ebooks/29572.txt.utf-8,https://www.gutenberg.org/cache/epub/29572/pg29572-h.zip,https://www.gutenberg.org/ebooks/29572.rdf,https://www.gutenberg.org/files/29572/29572-8.zip ; https://www.gutenberg.org/files/29572/29572-h/29572-h.htm ; https://www.gutenberg.org/files/29572/29572.txt ; https://www.gutenberg.org/cache/epub/29572/pg29572.cover.small.jpg ; https://www.gutenberg.org/files/29572/29572-8.txt ; https://www.gutenberg.org/cache/epub/29572/pg29572.cover.medium.jpg ; https://www.gutenberg.org/files/29572/29572.zip,1906,"['heroin', 'black smoke']"
29581,Text,2009-08-03,The Bondwoman,en,PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Fiction,"Ryan, Marah Ellis",Public domain in the USA.,"Man-woman relationships -- Fiction ; PS ; Race relations -- Fiction ; United States -- History -- Civil War, 1861-1865 -- Fiction",https://www.gutenberg.org/ebooks/29581.html.images,https://www.gutenberg.org/ebooks/29581.epub3.images,https://www.gutenberg.org/ebooks/29581.epub.images,https://www.gutenberg.org/ebooks/29581.epub.noimages,https://www.gutenberg.org/ebooks/29581.kf8.images,https://www.gutenberg.org/ebooks/29581.kindle.images,https://www.gutenberg.org/ebooks/29581.kindle.noimages,https://www.gutenberg.org/ebooks/29581.txt.utf-8,https://www.gutenberg.org/cache/epub/29581/pg29581-h.zip,https://www.gutenberg.org/ebooks/29581.rdf,https://www.gutenberg.org/cache/epub/29581/pg29581.cover.small.jpg ; https://www.gutenberg.org/files/29581/29581-h/29581-h.htm ; https://www.gutenberg.org/cache/epub/29581/pg29581.cover.medium.jpg ; https://www.gutenberg.org/files/29581/29581.zip ; https://www.gutenberg.org/files/29581/29581.txt,1886,"['heroin', 'soporific']"
29624,Text,2009-08-06,Sir Walter Scott,en,PR,Famous Scots Series; Browsing: Biographies; Browsing: Culture/Civilization/Society; Browsing: Literature,"Saintsbury, George",Public domain in the USA.,"Authors, Scottish -- 19th century -- Biography ; Scott, Walter, 1771-1832 ; PR",https://www.gutenberg.org/ebooks/29624.html.images,https://www.gutenberg.org/ebooks/29624.epub3.images,https://www.gutenberg.org/ebooks/29624.epub.images,https://www.gutenberg.org/ebooks/29624.epub.noimages,https://www.gutenberg.org/ebooks/29624.kf8.images,https://www.gutenberg.org/ebooks/29624.kindle.images,https://www.gutenberg.org/ebooks/29624.kindle.noimages,https://www.gutenberg.org/ebooks/29624.txt.utf-8,https://www.gutenberg.org/files/29624/29624-h.zip,https://www.gutenberg.org/ebooks/29624.rdf,https://www.gutenberg.org/files/29624/29624-8.zip ; https://www.gutenberg.org/cache/epub/29624/pg29624.cover.medium.jpg ; https://www.gutenberg.org/files/29624/29624-h/29624-h.htm ; https://www.gutenberg.org/files/29624/29624.txt ; https://www.gutenberg.org/files/29624/29624.zip ; https://www.gutenberg.org/cache/epub/29624/pg29624.cover.small.jpg ; https://www.gutenberg.org/files/29624/29624-8.txt,1753,['heroin']
29642,Text,2009-08-09,Hidden Water,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Coolidge, Dane",Public domain in the USA.,PS ; Western stories,https://www.gutenberg.org/ebooks/29642.html.images,https://www.gutenberg.org/ebooks/29642.epub3.images,https://www.gutenberg.org/ebooks/29642.epub.images,https://www.gutenberg.org/ebooks/29642.epub.noimages,https://www.gutenberg.org/ebooks/29642.kf8.images,https://www.gutenberg.org/ebooks/29642.kindle.images,https://www.gutenberg.org/ebooks/29642.kindle.noimages,https://www.gutenberg.org/ebooks/29642.txt.utf-8,https://www.gutenberg.org/files/29642/29642-h.zip,https://www.gutenberg.org/ebooks/29642.rdf,https://www.gutenberg.org/files/29642/29642.zip ; https://www.gutenberg.org/cache/epub/29642/pg29642.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/29642/pg29642.cover.small.jpg ; https://www.gutenberg.org/files/29642/29642-8.zip ; https://www.gutenberg.org/files/29642/29642-h/29642-h.htm ; https://www.gutenberg.org/files/29642/29642.txt ; https://www.gutenberg.org/files/29642/29642-8.txt,1850,['nepenthe']
29644,Text,2009-08-09,The Island Mystery,en,PR,Browsing: History - Warfare; Browsing: Literature; Browsing: Fiction,"Birmingham, George A.",Public domain in the USA.,"Europe -- Fiction ; PR ; World War, 1914-1918 -- Fiction",https://www.gutenberg.org/ebooks/29644.html.images,https://www.gutenberg.org/ebooks/29644.epub3.images,https://www.gutenberg.org/ebooks/29644.epub.images,https://www.gutenberg.org/ebooks/29644.epub.noimages,https://www.gutenberg.org/ebooks/29644.kf8.images,https://www.gutenberg.org/ebooks/29644.kindle.images,https://www.gutenberg.org/ebooks/29644.kindle.noimages,https://www.gutenberg.org/ebooks/29644.txt.utf-8,https://www.gutenberg.org/cache/epub/29644/pg29644-h.zip,https://www.gutenberg.org/ebooks/29644.rdf,https://www.gutenberg.org/files/29644/29644-8.txt ; https://www.gutenberg.org/files/29644/29644.txt ; https://www.gutenberg.org/files/29644/29644.zip ; https://www.gutenberg.org/cache/epub/29644/pg29644.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/29644/pg29644.cover.small.jpg ; https://www.gutenberg.org/files/29644/29644-h/29644-h.htm ; https://www.gutenberg.org/files/29644/29644-8.zip,1916,['heroin']
29654,Text,2009-08-10,The Wall Street Girl,en,PS,Browsing: Literature; Browsing: Fiction,"Bartlett, Frederick Orin",Public domain in the USA.,"Wall Street (New York, N.Y.) -- Fiction ; PS",https://www.gutenberg.org/ebooks/29654.html.images,https://www.gutenberg.org/ebooks/29654.epub3.images,https://www.gutenberg.org/ebooks/29654.epub.images,https://www.gutenberg.org/ebooks/29654.epub.noimages,https://www.gutenberg.org/ebooks/29654.kf8.images,https://www.gutenberg.org/ebooks/29654.kindle.images,https://www.gutenberg.org/ebooks/29654.kindle.noimages,https://www.gutenberg.org/ebooks/29654.txt.utf-8,https://www.gutenberg.org/files/29654/29654-h.zip,https://www.gutenberg.org/ebooks/29654.rdf,https://www.gutenberg.org/files/29654/29654.txt ; https://www.gutenberg.org/cache/epub/29654/pg29654.cover.small.jpg ; https://www.gutenberg.org/files/29654/29654-8.txt ; https://www.gutenberg.org/files/29654/29654-8.zip ; https://www.gutenberg.org/files/29654/29654-h/29654-h.htm ; https://www.gutenberg.org/files/29654/29654.zip ; https://www.gutenberg.org/cache/epub/29654/pg29654.cover.medium.jpg,1911,['heroin']
29668,Text,2009-08-11,The Flockmaster of Poison Creek,en,PS,Browsing: Culture/Civilization/Society; Browsing: Literature; Browsing: Fiction,"Ogden, George W. (George Washington)",Public domain in the USA.,PS ; Western stories,https://www.gutenberg.org/ebooks/29668.html.images,https://www.gutenberg.org/ebooks/29668.epub3.images,https://www.gutenberg.org/ebooks/29668.epub.images,https://www.gutenberg.org/ebooks/29668.epub.noimages,https://www.gutenberg.org/ebooks/29668.kf8.images,https://www.gutenberg.org/ebooks/29668.kindle.images,https://www.gutenberg.org/ebooks/29668.kindle.noimages,https://www.gutenberg.org/ebooks/29668.txt.utf-8,https://www.gutenberg.org/cache/epub/29668/pg29668-h.zip,https://www.gutenberg.org/ebooks/29668.rdf,https://www.gutenberg.org/files/29668/29668.zip ; https://www.gutenberg.org/cache/epub/29668/pg29668.cover.medium.jpg ; https://www.gutenberg.org/files/29668/29668-h/29668-h.htm ; https://www.gutenberg.org/cache/epub/29668/pg29668.cover.small.jpg ; https://www.gutenberg.org/files/29668/29668-8.txt ; https://www.gutenberg.org/files/29668/29668-8.zip ; https://www.gutenberg.org/files/29668/29668.txt,1922,"['heroin', 'opium']"
29690,Text,2009-08-15,Hampstead and Marylebone,en,DA,Browsing: Culture/Civilization/Society; Browsing: History - British; Browsing: Travel & Geography,"Mitton, G. E. (Geraldine Edith)",Public domain in the USA.,"Marylebone (London, England) ; Hampstead (London, England) ; DA",https://www.gutenberg.org/ebooks/29690.html.images,https://www.gutenberg.org/ebooks/29690.epub3.images,https://www.gutenberg.org/ebooks/29690.epub.images,https://www.gutenberg.org/ebooks/29690.epub.noimages,https://www.gutenberg.org/ebooks/29690.kf8.images,https://www.gutenberg.org/ebooks/29690.kindle.images,https://www.gutenberg.org/ebooks/29690.kindle.noimages,https://www.gutenberg.org/ebooks/29690.txt.utf-8,https://www.gutenberg.org/files/29690/29690-h.zip,https://www.gutenberg.org/ebooks/29690.rdf,https://www.gutenberg.org/files/29690/29690-8.zip ; https://www.gutenberg.org/files/29690/29690-8.txt ; https://www.gutenberg.org/files/29690/29690-h/29690-h.htm ; https://www.gutenberg.org/files/29690/29690.zip ; https://www.gutenberg.org/cache/epub/29690/pg29690.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/29690/pg29690.cover.small.jpg ; https://www.gutenberg.org/files/29690/29690.txt,1907,['heroin']
29692,Text,2009-08-15,When the West Was Young,en,PS,Browsing: Culture/Civilization/Society; Browsing: History - American; Browsing: Literature,"Bechdolt, Frederick R. (Frederick Ritchie)",Public domain in the USA.,West (U.S.) -- History ; PS,https://www.gutenberg.org/ebooks/29692.html.images,https://www.gutenberg.org/ebooks/29692.epub3.images,https://www.gutenberg.org/ebooks/29692.epub.images,https://www.gutenberg.org/ebooks/29692.epub.noimages,https://www.gutenberg.org/ebooks/29692.kf8.images,https://www.gutenberg.org/ebooks/29692.kindle.images,https://www.gutenberg.org/ebooks/29692.kindle.noimages,https://www.gutenberg.org/ebooks/29692.txt.utf-8,https://www.gutenberg.org/files/29692/29692-h.zip,https://www.gutenberg.org/ebooks/29692.rdf,https://www.gutenberg.org/files/29692/29692.txt ; https://www.gutenberg.org/files/29692/29692-8.txt ; https://www.gutenberg.org/files/29692/29692-h/29692-h.htm ; https://www.gutenberg.org/files/29692/29692-8.zip ; https://www.gutenberg.org/files/29692/29692.zip ; https://www.gutenberg.org/cache/epub/29692/pg29692.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/29692/pg29692.cover.small.jpg,1917,"['black smoke', 'poppy']"
29711,Text,2009-08-17,Another Sheaf,en,PR,Browsing: Literature,"Galsworthy, John",Public domain in the USA.,PR ; Essays,https://www.gutenberg.org/ebooks/29711.html.images,https://www.gutenberg.org/ebooks/29711.epub3.images,https://www.gutenberg.org/ebooks/29711.epub.images,https://www.gutenberg.org/ebooks/29711.epub.noimages,https://www.gutenberg.org/ebooks/29711.kf8.images,https://www.gutenberg.org/ebooks/29711.kindle.images,https://www.gutenberg.org/ebooks/29711.kindle.noimages,https://www.gutenberg.org/ebooks/29711.txt.utf-8,https://www.gutenberg.org/cache/epub/29711/pg29711-h.zip,https://www.gutenberg.org/ebooks/29711.rdf,https://www.gutenberg.org/cache/epub/29711/pg29711.cover.small.jpg ; https://www.gutenberg.org/cache/epub/29711/pg29711.cover.medium.jpg ; https://www.gutenberg.org/files/29711/29711-0.zip ; https://www.gutenberg.org/files/29711/29711-8.zip ; https://www.gutenberg.org/files/29711/29711-8.txt ; https://www.gutenberg.org/files/29711/29711-h/29711-h.htm ; https://www.gutenberg.org/files/29711/29711-0.txt,1923,['anodyne']
29713,Text,2009-08-17,The Balladists,en,PR,Famous Scots Series; Browsing: Culture/Civilization/Society; Browsing: Literature,"Geddie, John",Public domain in the USA.,"Ballads, Scots -- History and criticism ; PR",https://www.gutenberg.org/ebooks/29713.html.images,https://www.gutenberg.org/ebooks/29713.epub3.images,https://www.gutenberg.org/ebooks/29713.epub.images,https://www.gutenberg.org/ebooks/29713.epub.noimages,https://www.gutenberg.org/ebooks/29713.kf8.images,https://www.gutenberg.org/ebooks/29713.kindle.images,https://www.gutenberg.org/ebooks/29713.kindle.noimages,https://www.gutenberg.org/ebooks/29713.txt.utf-8,https://www.gutenberg.org/cache/epub/29713/pg29713-h.zip,https://www.gutenberg.org/ebooks/29713.rdf,https://www.gutenberg.org/cache/epub/29713/pg29713.cover.medium.jpg ; https://www.gutenberg.org/files/29713/29713-8.txt ; https://www.gutenberg.org/files/29713/29713-8.zip ; https://www.gutenberg.org/files/29713/29713-h/29713-h.htm ; https://www.gutenberg.org/cache/epub/29713/pg29713.cover.small.jpg ; https://www.gutenberg.org/files/29713/29713.txt ; https://www.gutenberg.org/files/29713/29713.zip,1899,['heroin']
29715,Text,2009-08-17,The Princess Virginia,en,PR,Browsing: Literature; Browsing: Fiction,"Williamson, C. N. (Charles Norris) ; Williamson, A. M. (Alice Muriel)",Public domain in the USA.,Fiction ; PR,https://www.gutenberg.org/ebooks/29715.html.images,https://www.gutenberg.org/ebooks/29715.epub3.images,https://www.gutenberg.org/ebooks/29715.epub.images,https://www.gutenberg.org/ebooks/29715.epub.noimages,https://www.gutenberg.org/ebooks/29715.kf8.images,https://www.gutenberg.org/ebooks/29715.kindle.images,https://www.gutenberg.org/ebooks/29715.kindle.noimages,https://www.gutenberg.org/ebooks/29715.txt.utf-8,https://www.gutenberg.org/files/29715/29715-h.zip,https://www.gutenberg.org/ebooks/29715.rdf,https://www.gutenberg.org/files/29715/29715.zip ; https://www.gutenberg.org/files/29715/29715-8.zip ; https://www.gutenberg.org/files/29715/29715.txt ; https://www.gutenberg.org/files/29715/29715-8.txt ; https://www.gutenberg.org/files/29715/29715-h/29715-h.htm ; https://www.gutenberg.org/cache/epub/29715/pg29715.cover.small.jpg ; https://www.gutenberg.org/cache/epub/29715/pg29715.cover.medium.jpg,1907,['heroin']
29725,Text,2009-08-19,The Fairchild Family,en,PZ,Browsing: Children & Young Adult Reading; Browsing: Religion/Spirituality/Paranormal; Browsing: Fiction,"Sherwood, Mary Martha",Public domain in the USA.,Christian life -- Juvenile fiction ; PZ,https://www.gutenberg.org/ebooks/29725.html.images,https://www.gutenberg.org/ebooks/29725.epub3.images,https://www.gutenberg.org/ebooks/29725.epub.images,https://www.gutenberg.org/ebooks/29725.epub.noimages,https://www.gutenberg.org/ebooks/29725.kf8.images,https://www.gutenberg.org/ebooks/29725.kindle.images,https://www.gutenberg.org/ebooks/29725.kindle.noimages,https://www.gutenberg.org/ebooks/29725.txt.utf-8,https://www.gutenberg.org/files/29725/29725-h.zip,https://www.gutenberg.org/ebooks/29725.rdf,https://www.gutenberg.org/files/29725/29725-8.txt ; https://www.gutenberg.org/files/29725/29725.txt ; https://www.gutenberg.org/files/29725/29725-8.zip ; https://www.gutenberg.org/files/29725/29725.zip ; https://www.gutenberg.org/files/29725/29725-h/29725-h.htm ; https://www.gutenberg.org/cache/epub/29725/pg29725.cover.medium.jpg ; https://www.gutenberg.org/cache/epub/29725/pg29725.cover.small.jpg,1818,['opium']
